Screen Name,Status ID,Text,Local Timestamp,Likes,Retweets,State,Outage_status
511NY,4.911544043741184e+16,"NJ Transit Rail: due to Power problem, both directions Northeast Corridor Line service suspended btw NY Penn Sta (Mnh...http://bit.ly/5Xuc69",9:30 AM - 19 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY,0
511NY,4.911543363004416e+16,"NJ Transit Rail: due to Power problem, both directions North Jersey Coast Line service suspended btw NY Penn Sta (Mnh...http://bit.ly/5Xuc69",9:30 AM - 19 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY,0
511NY,4.911542810195558e+16,"NJ Transit Rail: due to Power problem, both directions Midtown Direct service suspended btw NY Penn Sta (Mnhttn)  and...http://bit.ly/5Xuc69",9:30 AM - 19 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY,0
TooFakeChris,4.911305621045248e+16,Whatever you fear has no power over you... the fear has the power,9:20 AM - 19 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY,1
11378,4.908898195826278e+16,Dark Clouds For Red Storm Fans In Forest Hills http://bit.ly/epgXF8 via http://outside.in/11378,7:44 AM - 19 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY,0
GetAccountaJobs,4.907941938136269e+16,"Business Analyst for Energy & Power... - #NewYork , NY (http://tinyurl.com/49vq5yw) Get Accountant Jobs #Accountant #jobs #job #GetAllJobs",7:07 AM - 19 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY,1
KirbySaysHi,4.898631270282035e+16,"I want to measure processes on my laptop not in terms of CPU time, but power drain.",12:57 AM - 19 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY,0
10701,4.897713094775194e+16,Coalition defends safety of nuclear power plant http://bit.ly/fPye8z via http://outside.in/10701,12:20 AM - 19 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY,0
SheWritesToLive,4.895544136709734e+16,"@HarlemsPosh RT @ZodiacFacts: #Leowomen know how to highlight their value, regardless of their financial or intellectual power.",10:54 PM - 18 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY,1
MBAatDayton,1.0758329652618732e+18,You may be eligible for a scholarship for Dayton’s online MBA. Complete online in as little as one year. Bachelor’s degree required. GMAT waivers offered! https://bit.ly/2SZNekV pic.twitter.com/45JVNhX9mO,2:19 PM - 20 Dec 2018,"Like
    
      
    137
  
  
    
      
      
      Liked
    
      
    137","Retweet
    
      
    22
  
  
    
      
      Retweeted
    
      
    22",NY,1
NiharaGonsalves,4.894953442392064e+16,@mcdonalds employees seriously power tripping: demand to see your receipt to use bathroom (@ McDonald's) http://4sq.com/hnSmON,10:30 PM - 18 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY,0
UWS100246668,4.894820058491699e+16,Film crews in NYC are pretty much assholes. I love how all the PA's have enough gear to storm a castle. Nobody is asking you 4 gaffers tape!,10:25 PM - 18 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY,1
NTDTelevision,4.891794959512371e+16,Concern continues to mount over the earthquake & tsunami-ravaged #Fukushima nuclear power plant (centre of this crisis)➔ http://ow.ly/4hFJA,8:25 PM - 18 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    3
  
  
    
      
      Retweeted
    
      
    3",NY,0
sujitivanb,4.891107989979546e+16,"@suite bar.. Jersey dolls kick up a storm.. Cabaret, pop, burlesque and more",7:58 PM - 18 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY,1
its_rabbit,4.891038482812518e+16,#nowplaying Power @kanyewest,7:55 PM - 18 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY,1
11375,4.890779578074317e+16,Dark Clouds For Red Storm Fans In Forest Hills http://bit.ly/epgXF8 via http://outside.in/11375,7:45 PM - 18 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY,1
Nuttyy_boy,4.886565209361613e+16,Power point presentation ----> May 5th!!,4:57 PM - 18 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY,1
allese,4.886555111155712e+16,Wish I was in Stockholm to see Gardar Eide Einarsson's show 'Power Has a Fragrance'  http://bit.ly/hPC64L It looks politically electric,4:57 PM - 18 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY,1
HikeNYC,4.885270439043072e+16,New Event: Storm King Mountain North & South Loop Hike (10 Miles - Intermediate) http://bit.ly/gUsGX4,4:06 PM - 18 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY,1
tanteshell,4.882448535219405e+16,@Anden13 What a guy!!  Well your family should be safe unless you live near a nuclear power plant in which case I'll pray for them. ;-),2:13 PM - 18 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY,0
10019,4.881702141206528e+16,Tower Power! CBS Doc Trades Majestic for El Dorado http://bit.ly/f85ToD via http://outside.in/10019,1:44 PM - 18 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY,0
10009,4.881701877803827e+16,Tower Power! CBS Doc Trades Majestic for El Dorado http://bit.ly/hE2jRt via http://outside.in/10009,1:44 PM - 18 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY,0
10024,4.881701845506867e+16,Tower Power! CBS Doc Trades Majestic for El Dorado http://bit.ly/hWlxlw via http://outside.in/10024,1:44 PM - 18 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY,0
McGeeSmith,4.880528835413197e+16,"@mikepascucci Well, there's likely no electricity at home. If it's not one thing, it's another.",12:57 PM - 18 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY,0
aquamasterwatch,4.879622217310208e+16,Aqua Master watches set to shoot video on power 105.1 with DJ Charlamagne.. Get ready for something special.,12:21 PM - 18 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY,1
10013,4.879434273482342e+16,Trump SoHo Hotel to Use 100% Green Power http://bit.ly/i0khKF via http://outside.in/10013,12:14 PM - 18 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY,1
emmadavis88,4.879410555113882e+16,Keep getting mails from Paddy Power about money in my account but I can't use it cuz betting is illegal in NY so website is blocked. Unfair!,12:13 PM - 18 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY,1
viivanova,4.878675060419379e+16,Oh no in Japanese :( @Lavrusik Japanese power company creates @OfficialTEPCO for updates about the nuclear plant: http://on.mash.to/gjIoX4,11:44 AM - 18 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY,0
BullfrogAndBaum,4.877851169510195e+16,Power meeting (@ Delicatessen) http://4sq.com/eGNaVC,11:11 AM - 18 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY,0
JEB54,4.877186881094861e+16,Have thought for days that loss of power to nuke plant may have been THE problem underlying others.,10:44 AM - 18 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY,0
FastCompany,1.0830798193806787e+18,"On average, today’s consumer has more than 150 online accounts. Yet, they believe it's 50. @Allstate wants to help customers protect their #digitalfootprint. Visit the Allstate booth @ CES (#7928) through Friday, January 11th to learn more https://al.st/2FixXrP pic.twitter.com/PYUTBUOkQ9",2:15 PM - 9 Jan 2019,"Like
    
      
    7
  
  
    
      
      
      Liked
    
      
    7","Retweet
    
      
    2
  
  
    
      
      Retweeted
    
      
    2",NY,1
mstarsheridan4,4.877036301386138e+16,"@BoyGeorge Hiya George No ones perfect, love your voice and your sticking power :-) Your a good egg...M",10:38 AM - 18 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY,1
timothygallo,4.876927945317171e+16,@XMHomeIce Espo showing some serious lack of knowledge on the Winnipeg/Phoenix situation on Power Play yesterday. 'Who would own the team?',10:34 AM - 18 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY,0
Live4beats,4.876437419368448e+16,"MONEY POWER RESPECT FIRST , HOES FOLLOW LATER #FREAN 
P$G ENT",10:15 AM - 18 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY,1
Michael_Storm,4.876169798445056e+16,"I'm at McGarryBowen PlanningSaloon (601 W.26 St Suite 1107, 11th and 125=, New York) http://4sq.com/fwqAQu",10:04 AM - 18 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY,1
thebeautox,4.873992661068595e+16,Dear L train why do you hate me. Last night a twenty minute ride took 50 minutes into Brooklyn. Today the power went off into manhattan,8:37 AM - 18 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY,0
sean_trapani,4.873694672965632e+16,Definitely the meeting where we hand out the 7 rings of power (@ 277 Park Avenue) http://4sq.com/dQAiPO,8:26 AM - 18 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY,0
LegiScanNY,4.87345766123479e+16,A05606 [Update] Relates to electric capacity and power procurement; further relates to the powers of the Long Isl... http://bitly.com/geqPiV,8:16 AM - 18 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY,1
GrantGordils,4.869386623635456e+16,"I know the TV news is going out of its way to explain very simply how nuclear power plants work, but I just phase out when they do.",5:34 AM - 18 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY,1
CesarDNino,4.858568874826547e+16,@BrandonTierney Looks like we drank the 'Red Storm' kool-aid... And it tastes so bad right now!!,10:25 PM - 17 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY,1
apartmentjeanie,4.858511152815718e+16,"@abcddesigns - you looked great and by the mere power of suggestion, i too ate sushi while watching your episode.",10:22 PM - 17 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY,1
Safe2woSay,4.85783855506473e+16,@CapitalOde i was tryna convince myself i was 8 till power rangers went off smh lol,9:56 PM - 17 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY,0
ThomasJAllie,4.85669103459369e+16,"@_euqinomoD_evol sexy, power, and out of ur MIND i LOVE IT! :D",9:10 PM - 17 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY,1
illmatic_hill,4.855084965968282e+16,The power of the #Shower,8:06 PM - 17 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY,1
SpeakOnion,4.854886522121011e+16,@jawshdecker Third rock is my jam. 'They seem to have greater power when they collide.',7:58 PM - 17 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY,1
GemElectric,4.853147748231168e+16,Power-saver available summer is coming save money by using a powersaver installed for $425 most homes/commercial unit available,6:49 PM - 17 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    1
  
  
    
      
      Retweeted
    
      
    1",NY,0
Vhenny1,4.851669804686131e+16,#threewordstoliveby Money Power Respect...,5:50 PM - 17 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY,1
07055,4.851560197876122e+16,The Governor Needs a Wider Veto Power http://bit.ly/hNc8U3 via http://outside.in/07055,5:46 PM - 17 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY,1
07011,4.851558343573504e+16,The Governor Needs a Wider Veto Power http://bit.ly/fyIadB via http://outside.in/07011,5:46 PM - 17 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY,1
Yahel,4.851521572950426e+16,"I'm not sure if it's a testament to how tough my day was, or how slow the Q is, but I managed to have a really refreshing power nap on the Q",5:45 PM - 17 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY,1
motech,4.850927430074778e+16,@chronic maybe the volt has a point. 1st 60 miles on battery. After that you can run it on gas power. Best of both worlds ? (for now),5:21 PM - 17 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY,1
WeWork,1.0518799381047173e+18,Your workspace should inspire and grow with your business needs.,11:58 AM - 15 Oct 2018,"Like
    
      
    62
  
  
    
      
      
      Liked
    
      
    62","Retweet
    
      
    4
  
  
    
      
      Retweeted
    
      
    4",NY,1
Jon_Morris,4.850790357283635e+16,@m_mchenry @joelessard haha this time last year we were blackout on South Beach. How things change. http://yfrog.com/h4wjnlvj,5:16 PM - 17 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY,0
JWONDER21,4.84950556353536e+16,KONSHENS - NO POWER - #ITUNES - 3/21/2011 - @nikolifeline http://plixi.com/p/84743074,4:24 PM - 17 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    3
  
  
    
      
      Retweeted
    
      
    3",NY,0
Michael_Storm,4.84818365522944e+16,"I'm at McGarryBowen PlanningSaloon (601 W.26 St Suite 1107, 11th and 125=, New York) http://4sq.com/fEvIHm",3:32 PM - 17 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY,1
Vick_Voss,4.848064672892518e+16,"been having this #iPhone4 for what feels years now, and I think it just smacked me in the face of all the power I have at hand.",3:27 PM - 17 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY,0
joshchua,4.847890766142669e+16,It's been way too damn long. (@ Absolute Power) http://4sq.com/fGHOPX,3:20 PM - 17 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY,1
BirendraGosai,4.847309697333658e+16,"Conducting a power positioning and messaging exercise... lots of excellent discussions around #virtualization, #capacity mgmt, #cloud, etc.",2:57 PM - 17 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY,0
JMELGUNNA,4.845960336468787e+16,@punkksociety yes After The Storm Vol.1,2:04 PM - 17 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY,1
jimsmarios,4.84574611532841e+16,@danawhite.. Dana just tested the power lines feeding the ROCK. EVERYTHING LOOKS GOOD FOR 128.HOPE TO CYA @ EDGARS SIGNING TOMORROW.,1:55 PM - 17 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY,1
jimsmarios,4.845560552188314e+16,"IN NEWARK SWITCH RIGHT NOW, JUST VERIFYING THE POWER LINES TO THE ROCK...EVERYTHING IS A GO FOR UFC 128...CYA TOMM AT EDGARS SIGNING..",1:48 PM - 17 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY,1
Nuttyy_boy,4.844355333194547e+16,Okay!!Ma power point presentation -----> May 3rd!!,1:00 PM - 17 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY,1
ForzaEnjay,4.84431561649152e+16,Sen. Bennett: US Needs 100 More Nuclear Power Plants #asshole!!!!,12:58 PM - 17 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY,1
sleepytiger,4.842918564293427e+16,@Lazerbeat　seems like Shibuya+Shinjuku got away from the planned blackout. but to lower the use of electricity. http://bit.ly/icPcB3,12:03 PM - 17 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY,1
KittyHumpinTin,4.839209420470272e+16,Power walk (@ Prospect Park) http://4sq.com/dX15zN,9:35 AM - 17 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY,1
Vishwacorp,4.838608665274778e+16,Reactions against Indian Point power plant are the exact kind of knee jerk reaction we don't need!,9:11 AM - 17 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY,0
erikfrick,4.838523116152832e+16,'Earthquake storm' is a real concept:  http://en.wikipedia.org/wiki/Earthquake_storm,9:08 AM - 17 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY,1
07055,4.837884889884672e+16,"Gov. Christie renews demand for extension of veto power over N.J. commissions, boards http://bit.ly/eFngrc via http://outside.in/07055",8:43 AM - 17 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY,1
07011,4.837882523878195e+16,"Gov. Christie renews demand for extension of veto power over N.J. commissions, boards http://bit.ly/gJ95vu via http://outside.in/07011",8:43 AM - 17 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY,1
JoyceMSullivan,4.837444410790707e+16,Enjoying a power #networking breakfast at Velocidi office w @margaretmolloy (@ Velocidi w/ 2 others) [pic]: http://4sq.com/foYrVd,8:25 AM - 17 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY,1
lesliecstahl,4.836943157488845e+16,"Big brands chisel away at ROI in social media...'Yes, Social Is Working – The Power of Anecdotal Business Results' via @CouncilPRFirms #sxsw",8:05 AM - 17 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY,1
11215,4.835854882819686e+16,Renowned Psychotherapist Introduces 'Seven Gates of Power': a Plan for Self-Actualization a http://bit.ly/fF5Ajp via http://outside.in/11215,7:22 AM - 17 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY,1
KwiksetCorp,1.0823587361175839e+18,"Smart home security, made simple: all you need is Wi-Fi, a smartphone, and the all-new Halo Wi-Fi Enabled Smart Lock. #CES2019pic.twitter.com/posMJXycOt",2:30 PM - 7 Jan 2019,"Like
    
      
    15
  
  
    
      
      
      Liked
    
      
    15","Retweet
    
      
    3
  
  
    
      
      Retweeted
    
      
    3",NY,1
aliemzzz,4.834184228203315e+16,I know that there is some kind of higher power because cheese exists. #fb,6:16 AM - 17 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY,1
ambrosia333,4.83375725141033e+16,"“@StJohnsU: St. John's Red Storm Baseball. St. John's Defeats Albany, 7-4, To Win Second-Straight http://ow.ly/1bNTRc ”",5:59 AM - 17 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY,1
nuoyeelei,4.831446959980544e+16,Girl Power #DemiLovatoIsBack #DemiLovatoIsBack #DemiLovatoIsBack #DemiLovatoIsBack #DemiLovatoIsBack #DemiLovatoIsBack #DemiLovatoIsBack,4:27 AM - 17 Mar 2011,"Like
    
      
    1
  
  
    
      
      
      Liked
    
      
    1","Retweet
    
      
    
  
  
    
      
      Retweeted",NY,1
fulmetalartimis,4.825655750650675e+16,Just got done showing my grandmother the power of google & YouTube. Went from crocheting to Jimmy swaggert the televangelist #fb,12:37 AM - 17 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY,1
riyazh,4.824351957123072e+16,The power of globals is phenomenal. Rolling pledge for Japan raises over $700 in matter of minutes. @embaglobals2012,11:45 PM - 16 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY,1
10038,4.821319156983398e+16,New Rules on Power-Plant Emissions? http://bit.ly/gTivXs via http://outside.in/10038,9:44 PM - 16 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY,1
karenlevine,4.820749388468224e+16,30% of New York's energy comes from Indian Point nuclear power plant.  NY One,9:22 PM - 16 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY,1
GeoffGove,4.819654630664192e+16,Another Example Of Lenders Attempting To Abuse Their Power «  Short Sales Help: http://bit.ly/epOkJd via @addthis,8:38 PM - 16 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY,1
chrislarry33,4.81954818761728e+16,#Caps power play against Redwings is sloppy!,8:34 PM - 16 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY,1
hurRAcane_67,4.819174346785997e+16,Does anyone have/remember a nintendo power pad?,8:19 PM - 16 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY,0
Safe2woSay,4.818851175243776e+16,#ificouldiwouldbringback the old power rangers lol,8:06 PM - 16 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY,0
_SmokeCandos_,4.817278442525082e+16,nah dat ain't nuffin 2 me whiteout  @Tia_CuffsNothin,7:04 PM - 16 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY,1
fizzyymizzyy,4.816805230662042e+16,Jack my swag. To the power of 6.,6:45 PM - 16 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY,1
KosherYoda,4.816430722515763e+16,@TheRealTaz why not take another power hitter?,6:30 PM - 16 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY,1
sarasef7,4.816112535903027e+16,"I'm at Power Pilates (49 West 23rd Street, New York) http://4sq.com/ggBn98",6:18 PM - 16 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY,1
Drillvry,4.815518953387622e+16,#fail RT @KattWilliams Oh shit i mean Rouge lmao storm just sounded better,5:54 PM - 16 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY,1
Michael_Storm,4.813529810587238e+16,Can't wait for the nice weather to hit the west side!  @ mcgarrybowen http://instagr.am/p/CSfzd/,4:35 PM - 16 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY,1
MerKenyon,4.812378131045171e+16,@BarneySTJ it's my ticket's power color for student government elections! Vote for the FORCE! :),3:49 PM - 16 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY,1
10803,4.812298218228941e+16,Moms Talk Q &A: Should We Worry About Indian Point – the Nuclear Power Plant in Our Backy http://bit.ly/hRF4VK via http://outside.in/10803,3:46 PM - 16 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY,0
10552,4.812296625232282e+16,Moms Talk Q &A: Should We Worry About Indian Point – the Nuclear Power Plant in Our Backy http://bit.ly/g2LYuV via http://outside.in/10552,3:46 PM - 16 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY,1
TheDailyLifer,1.0700299024669491e+18,7 Reasons Why EVERYBODY is Obsessed with Throne: Kingdom at War,1:59 PM - 4 Dec 2018,"Like
    
      
    392
  
  
    
      
      
      Liked
    
      
    392","Retweet
    
      
    71
  
  
    
      
      Retweeted
    
      
    71",NY,1
CindyLaiFitness,4.811573014259302e+16,"Crossfit Open games WOD -10mn  Amrap 30 double unders + 15 Power snatches, (37lbs): 2 rounds completed, 1 partial http://4sq.com/evTh9h",3:17 PM - 16 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY,1
MoneyBossPrince,4.807849332560691e+16,@BossmobbE you belong in the power rangers lol,12:49 PM - 16 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    1
  
  
    
      
      Retweeted
    
      
    1",NY,0
Buddhagem,4.806998786848358e+16,Crazy talk:RT @TheEconomist Nuclear energy: How abandoning support for nuclear power and pushing for its alternativ... http://tl.gd/9aia5m,12:15 PM - 16 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY,1
_stvnmnl,4.806981200132096e+16,Team B2D takin' Saks by storm!,12:15 PM - 16 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY,1
n8han,4.805378346019635e+16,"@MattRix @gclaramunt Nuclear power was *already* too expensive, relatively. Advocating for it--without a carbon tax--is a waste of breath.",11:11 AM - 16 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY,1
Bumpkin_16,4.805117895678771e+16,Found a cool cafe in here & we are working up a storm! Vacation/workcation haha! @ Macy's http://gowal.la/c/3LNJv,11:01 AM - 16 Mar 2011,"Like
    
      
    
  
  
    
      
      
      Liked","Retweet
    
      
    
  
  
    
      
      Retweeted",NY,1
